State,Year,.Under 5 years,.5 to 9 years,.10 to 14 years,.15 to 19 years,.20 to 24 years,.25 to 29 years,.30 to 34 years,.35 to 39 years,.40 to 44 years,.45 to 49 years,.50 to 54 years,.55 to 59 years,.60 to 64 years,.65 to 69 years,.70 to 74 years,.75 to 79 years,.80 to 84 years,.85 years and over,MALE,FEMALE
Alabama,2000,"295,185","313,178","321,372","325,612","309,170","298,679","301,179","338,693","345,820","316,816","287,948","226,761","190,880","167,835","148,805","118,478","78,201","67,561","2,149,338","2,302,835"
Alabama,2001,"296,624","307,526","323,615","321,866","318,741","286,763","302,186","330,870","347,133","323,347","300,108","231,202","193,822","169,261","149,001","118,750","79,883","66,936","2,158,138","2,309,496"
Alabama,2002,"296,046","302,632","325,008","320,749","322,812","281,003","302,668","321,114","345,023","330,998","298,908","248,643","198,880","170,495","147,964","119,599","81,123","66,424","2,165,719","2,314,370"
Alabama,2003,"295,204","299,148","326,642","321,655","326,983","280,387","302,722","312,160","343,191","337,237","302,120","258,551","207,119","173,635","147,332","120,741","83,097","65,567","2,179,422","2,324,069"
Alabama,2004,"295,970","297,554","326,228","325,095","326,749","283,864","299,896","305,558","342,253","340,768","307,605","270,380","214,983","176,683","147,028","120,322","84,290","65,503","2,192,872","2,337,857"
Alabama,2005,"296,441","298,450","323,028","330,753","326,727","290,568","295,263","303,456","339,299","344,392","314,839","284,084","220,403","179,942","149,085","120,923","84,762","67,390","2,213,382","2,356,423"
Alabama,2006,"297,222","303,581","321,867","337,003","326,239","302,813","288,248","308,663","334,043","348,601","323,309","297,745","226,567","184,594","151,454","122,066","85,688","69,278","2,243,501","2,385,480"
Alabama,2007,"300,300","306,013","320,407","341,279","327,293","307,619","286,033","312,470","326,486","348,251","332,544","298,032","244,043","189,797","152,814","121,729","86,812","70,918","2,265,565","2,407,275"
Alabama,2008,"304,842","306,682","319,503","345,580","328,751","311,504","287,272","313,869","318,765","348,148","340,006","301,833","254,507","198,122","156,112","121,862","88,254","72,594","2,287,949","2,430,257"
Alabama,2009,"305,412","307,864","319,072","346,611","332,117","312,199","293,352","312,797","313,852","348,256","344,478","307,017","265,870","205,667","159,088","121,679","88,283","74,324","2,309,779","2,448,159"
Alabama,2010,"304,840","308,125","319,314","341,504","336,601","311,929","300,120","306,442","310,756","345,049","348,347","313,686","278,763","210,742","161,514","122,639","88,754","76,173","2,323,317","2,461,981"
Alaska,2000,"47,528","53,439","56,861","50,226","40,231","42,571","46,337","55,520","58,471","53,812","41,834","27,607","17,420","12,753","9,982","6,944","3,761","2,666","324,750","303,213"
Alaska,2001,"47,176","51,312","57,077","52,378","42,602","41,148","46,006","52,983","58,021","55,123","44,830","28,949","18,694","13,037","10,301","7,212","4,026","2,839","328,135","305,579"
Alaska,2002,"47,437","49,946","57,449","53,653","45,284","41,155","45,497","50,767","57,009","56,694","46,150","32,190","20,238","13,659","10,456","7,443","4,325","2,985","332,704","309,633"
Alaska,2003,"47,610","48,745","56,932","54,076","47,733","41,414","44,958","48,476","55,925","57,305","48,563","34,181","22,087","14,287","10,744","7,573","4,641","3,164","335,380","313,034"
Alaska,2004,"48,257","48,026","56,422","54,612","50,900","42,769","44,478","47,010","55,607","57,556","50,513","37,026","23,962","14,904","11,045","7,935","4,946","3,318","341,479","317,807"
Alaska,2005,"48,929","47,441","54,644","54,764","53,117","44,419","43,739","46,466","54,129","57,484","52,362","39,951","25,556","15,605","11,220","8,370","5,137","3,613","346,026","320,920"
Alaska,2006,"49,441","48,063","53,244","55,120","54,081","46,419","43,369","46,633","52,049","57,566","53,964","42,996","26,757","16,669","11,321","8,526","5,214","3,870","350,181","325,121"
Alaska,2007,"50,219","48,030","51,675","54,721","54,082","48,712","43,446","46,472","49,982","56,561","55,115","44,050","29,629","18,006","11,697","8,515","5,383","4,005","353,162","327,138"
Alaska,2008,"51,119","48,232","50,783","53,905","54,291","51,241","44,137","46,213","48,082","55,716","55,447","46,586","31,381","19,549","12,249","8,726","5,513","4,285","358,043","329,412"
Alaska,2009,"53,122","50,070","50,847","53,319","52,242","52,695","45,643","45,566","47,119","55,898","56,420","48,807","34,268","21,053","12,706","8,858","5,754","4,508","361,893","337,002"
Alaska,2010,"54,207","51,198","51,056","52,098","54,779","55,853","48,294","45,808","47,398","54,808","56,587","50,339","36,327","22,371","13,227","8,880","5,990","4,765","371,632","342,353"
Arizona,2000,"384,100","389,520","381,738","370,484","367,199","373,244","369,534","392,930","378,698","335,059","300,140","241,181","205,427","189,473","175,520","145,023","92,262","69,054","2,576,007","2,584,579"
Arizona,2001,"394,064","388,279","392,683","371,612","388,395","371,096","377,471","389,659","388,232","346,161","318,243","251,367","212,982","191,895","177,017","146,970","96,357","70,994","2,631,801","2,641,676"
Arizona,2002,"405,018","388,857","402,889","378,885","401,696","376,202","385,105","384,764","397,313","358,936","323,517","273,288","223,663","196,606","178,713","147,829","100,369","72,605","2,692,038","2,704,217"
Arizona,2003,"416,609","389,350","411,193","389,173","407,205","383,859","387,476","381,549","401,649","371,404","331,827","288,991","238,395","202,879","180,432","149,940","102,729","75,704","2,746,287","2,764,077"
Arizona,2004,"430,031","393,245","418,167","402,508","411,699","398,820","389,610","382,433","409,227","382,225","344,145","306,685","252,985","212,176","182,719","151,003","106,529","78,197","2,816,798","2,835,606"
Arizona,2005,"447,107","401,892","425,230","419,514","415,766","418,966","392,959","393,196","414,897","397,557","358,467","328,711","268,283","222,232","186,584","154,910","110,622","82,184","2,908,266","2,930,811"
Arizona,2006,"459,747","417,038","433,201","435,349","421,518","441,876","396,538","408,786","417,023","411,281","373,257","350,991","282,272","232,855","191,110","156,984","112,528","86,787","3,003,007","3,026,134"
Arizona,2007,"469,680","427,998","439,161","448,264","428,652","450,343","400,894","418,635","412,888","420,635","387,167","356,562","303,835","243,729","195,856","158,624","113,548","91,210","3,070,683","3,096,998"
Arizona,2008,"473,811","440,171","442,701","458,137","435,282","452,605","406,053","422,417","409,294","424,958","400,520","361,835","320,414","259,777","202,209","159,753","115,594","94,831","3,125,084","3,155,278"
Arizona,2009,"463,418","446,994","445,967","461,505","438,897","447,102","412,192","420,284","405,504","428,173","407,844","369,424","335,404","273,341","209,841","161,072","116,341","99,851","3,153,246","3,189,908"
Arizona,2010,"456,273","455,584","450,023","460,735","444,760","441,304","419,553","414,490","407,632","426,523","417,411","377,915","354,930","285,123","216,521","162,245","118,453","104,262","3,187,204","3,226,533"
Arkansas,2000,"181,386","186,221","193,693","199,484","183,343","175,347","175,928","199,608","198,318","183,057","169,431","140,326","117,942","104,943","93,071","76,694","53,063","46,733","1,307,573","1,371,015"
Arkansas,2001,"182,026","184,198","194,805","195,850","190,858","171,515","176,768","194,910","200,122","186,969","176,263","142,212","120,516","105,975","92,273","76,299","53,545","46,467","1,314,726","1,376,845"
Arkansas,2002,"182,710","182,837","195,632","194,395","195,427","170,896","177,053","189,601","199,600","191,230","174,804","151,659","124,812","106,576","91,686","76,630","54,113","46,266","1,322,688","1,383,239"
Arkansas,2003,"184,087","182,549","195,631","194,660","197,774","173,343","176,867","184,163","200,590","194,293","176,533","156,775","129,820","108,656","91,785","76,545","54,473","46,272","1,333,293","1,391,523"
Arkansas,2004,"186,610","183,762","195,097","195,713","197,763","178,555","176,072","180,140","202,106","196,117","179,963","163,147","134,511","110,490","92,265","76,183","54,778","46,414","1,346,638","1,403,048"
Arkansas,2005,"189,757","186,100","193,817","198,087","196,465","185,695","174,746","179,169","201,403","199,102","184,010","169,933","138,138","112,765","93,488","76,153","55,141","47,128","1,362,802","1,418,295"
Arkansas,2006,"192,709","189,078","193,810","201,049","195,078","193,194","172,938","182,705","198,667","202,213","189,076","177,584","141,109","116,682","95,443","76,198","55,823","48,405","1,383,333","1,438,428"
Arkansas,2007,"194,941","191,244","193,806","203,006","195,065","195,502","172,858","184,379","194,423","202,539","194,147","177,053","150,870","121,028","96,253","76,233","56,093","49,210","1,397,292","1,451,358"
Arkansas,2008,"197,153","192,784","194,526","204,132","195,965","195,672","175,268","185,513","188,901","204,422","197,340","178,827","156,485","126,402","98,250","76,674","56,188","50,052","1,410,334","1,464,220"
Arkansas,2009,"197,987","195,101","195,945","203,468","197,338","194,511","179,622","185,081","184,069","206,174","199,315","181,568","162,081","130,962","99,852","76,838","56,303","50,628","1,421,830","1,475,013"
Arkansas,2010,"197,708","197,083","197,644","202,916","200,466","192,877","185,237","182,598","182,654","204,927","202,298","185,021","168,701","134,176","101,699","77,623","56,239","51,739","1,434,726","1,486,880"
California,2000,"2,490,848","2,717,425","2,587,669","2,459,982","2,402,521","2,538,599","2,691,610","2,812,409","2,681,664","2,345,152","2,021,350","1,477,507","1,152,792","984,993","905,056","782,675","507,401","428,324","16,937,562","17,050,415"
California,2001,"2,489,298","2,671,134","2,668,867","2,484,581","2,500,519","2,511,761","2,722,640","2,786,905","2,729,412","2,411,423","2,122,855","1,540,553","1,187,864","993,690","904,187","785,430","531,112","437,227","17,185,235","17,294,223"
California,2002,"2,492,281","2,607,616","2,739,123","2,515,883","2,567,429","2,503,790","2,721,499","2,744,578","2,755,721","2,484,389","2,137,942","1,676,464","1,233,023","1,008,072","899,390","783,379","554,814","446,450","17,373,381","17,498,462"
California,2003,"2,517,741","2,548,508","2,781,873","2,559,499","2,605,156","2,514,926","2,696,223","2,710,998","2,774,875","2,546,721","2,188,695","1,763,722","1,298,841","1,033,339","896,323","781,302","573,411","461,006","17,543,650","17,709,509"
California,2004,"2,541,765","2,486,084","2,799,010","2,616,866","2,636,763","2,552,577","2,648,724","2,681,027","2,793,165","2,584,689","2,244,577","1,854,291","1,351,654","1,057,084","893,251","771,676","590,328","471,045","17,703,161","17,871,415"
California,2005,"2,555,615","2,426,913","2,775,085","2,683,940","2,648,417","2,598,001","2,572,421","2,682,400","2,766,179","2,630,116","2,296,710","1,952,482","1,400,411","1,078,678","893,815","772,166","601,355","493,239","17,831,713","17,996,230"
California,2006,"2,539,421","2,408,374","2,734,680","2,743,849","2,645,442","2,657,935","2,512,058","2,689,290","2,719,455","2,658,317","2,351,923","2,037,929","1,449,951","1,099,377","893,496","765,946","600,752","513,007","17,923,731","18,097,471"
California,2007,"2,545,743","2,398,296","2,681,413","2,793,601","2,658,718","2,692,305","2,488,229","2,674,758","2,664,103","2,671,568","2,415,918","2,043,625","1,574,798","1,140,443","905,608","762,259","601,524","537,402","18,035,385","18,214,926"
California,2008,"2,561,061","2,423,440","2,640,937","2,823,230","2,685,532","2,729,493","2,497,578","2,650,671","2,628,234","2,683,057","2,475,459","2,094,639","1,654,246","1,204,606","928,138","761,030","602,079","560,907","18,207,365","18,396,972"
California,2009,"2,544,721","2,465,467","2,606,631","2,834,241","2,725,786","2,744,863","2,534,696","2,614,976","2,599,362","2,702,241","2,518,202","2,156,126","1,749,424","1,261,765","954,464","763,593","599,827","584,844","18,378,154","18,583,075"
California,2010,"2,532,142","2,514,416","2,597,792","2,819,014","2,776,676","2,745,869","2,584,202","2,567,473","2,614,454","2,687,313","2,572,712","2,216,679","1,850,931","1,312,332","977,105","767,471","605,612","607,170","18,568,878","18,780,485"
Colorado,2000,"298,913","308,509","314,366","309,455","309,098","331,110","333,782","366,372","373,185","338,081","283,128","196,749","145,887","121,465","105,474","86,456","56,273","48,618","2,179,179","2,147,742"
Colorado,2001,"309,229","308,219","320,321","319,058","323,532","328,262","346,383","359,051","378,924","346,844","302,429","206,124","151,870","123,072","106,470","87,364","59,001","49,534","2,229,982","2,195,705"
Colorado,2002,"316,179","305,736","323,786","323,712","332,961","325,998","352,813","348,863","379,240","355,435","306,326","228,179","159,381","124,664","107,287","87,670","61,754","50,422","2,261,741","2,228,665"
Colorado,2003,"322,342","302,711","325,590","325,785","334,835","322,088","350,748","338,697","376,122","360,576","315,348","243,088","170,587","128,115","107,937","88,470","63,630","52,063","2,275,518","2,253,214"
Colorado,2004,"325,986","301,885","324,457","326,646","338,785","326,122","347,503","335,046","373,107","363,311","324,142","258,091","179,869","133,022","108,124","89,018","65,952","53,947","2,300,502","2,274,511"
Colorado,2005,"330,857","304,874","322,722","331,051","339,556","327,804","339,536","338,678","366,668","369,394","333,224","276,139","189,801","137,891","109,886","90,239","67,266","56,302","2,323,650","2,308,238"
Colorado,2006,"334,470","313,990","322,968","334,123","343,668","338,467","334,947","348,239","358,798","374,525","342,438","295,417","199,307","145,142","112,778","92,634","69,116","59,396","2,367,463","2,352,960"
Colorado,2007,"339,842","322,967","323,327","337,309","341,920","349,048","335,759","355,948","350,466","376,497","352,394","300,917","222,515","153,405","115,291","93,946","69,962","62,355","2,407,435","2,396,433"
Colorado,2008,"342,857","333,114","324,735","340,380","343,707","360,077","340,567","359,009","344,601","376,847","360,056","311,073","238,572","164,500","118,969","94,493","71,275","64,898","2,450,670","2,439,060"
Colorado,2009,"343,728","342,826","329,032","341,224","345,713","367,384","347,863","357,441","342,953","376,321","366,113","321,695","255,522","174,777","124,168","95,317","72,172","67,946","2,491,485","2,480,710"
Colorado,2010,"344,530","350,072","333,784","338,989","350,452","374,120","356,828","352,471","346,969","371,316","372,901","331,022","272,470","184,171","128,514","96,934","73,302","70,226","2,531,054","2,518,017"
Connecticut,2000,"223,181","243,110","242,756","217,105","188,617","200,230","250,194","289,835","290,915","254,260","230,442","178,114","132,266","117,244","113,864","101,283","73,756","64,605","1,652,459","1,759,318"
Connecticut,2001,"220,088","240,158","248,552","225,932","189,619","191,917","245,375","284,856","295,329","262,459","237,960","184,458","135,156","115,464","113,083","100,597","75,652","66,180","1,663,876","1,768,959"
Connecticut,2002,"217,269","238,119","252,593","232,848","193,805","190,223","241,267","277,934","296,765","270,509","234,718","199,907","141,107","114,970","111,006","99,954","77,377","68,378","1,678,249","1,780,500"
Connecticut,2003,"216,866","234,623","255,025","237,584","199,807","191,110","234,457","272,111","295,708","278,447","237,481","205,114","151,753","116,564","108,662","99,921","78,161","70,942","1,690,868","1,793,468"
Connecticut,2004,"214,447","232,092","254,589","242,118","204,471","192,328","225,636","263,204","295,746","283,749","242,798","211,572","158,717","118,352","106,082","98,592","79,235","72,366","1,698,016","1,798,078"
Connecticut,2005,"211,315","228,703","250,704","248,504","210,846","193,585","215,637","258,112","292,554","288,872","249,490","219,671","163,544","119,503","104,199","97,292","79,731","74,694","1,704,888","1,802,068"
Connecticut,2006,"208,812","226,250","248,202","251,840","215,159","195,543","207,734","253,158","287,782","292,896","257,563","226,873","169,373","121,626","102,369","96,247","78,986","77,047","1,709,785","1,807,675"
Connecticut,2007,"207,326","223,656","246,009","253,564","218,128","198,786","203,854","247,350","280,423","293,852","265,268","223,556","183,958","127,540","101,848","94,384","78,681","79,087","1,715,653","1,811,617"
Connecticut,2008,"205,536","223,384","243,282","254,565","220,127","206,261","202,930","239,823","274,541","292,469","273,577","227,680","188,810","137,635","102,945","92,130","78,571","81,313","1,724,830","1,820,749"
Connecticut,2009,"203,201","222,900","241,669","253,688","224,524","210,390","204,925","230,386","266,135","293,027","279,713","234,384","196,400","144,712","104,495","89,981","77,982","83,295","1,733,028","1,828,779"
Connecticut,2010,"201,838","222,734","240,151","249,748","228,509","214,520","207,420","220,994","261,818","290,092","284,848","241,360","205,204","150,211","105,980","88,959","77,354","85,333","1,741,464","1,835,609"
Delaware,2000,"51,542","55,591","55,614","55,902","52,218","50,942","57,599","64,519","63,195","55,201","49,852","39,629","32,400","29,989","26,536","21,359","13,661","10,624","381,926","404,447"
Delaware,2001,"51,699","54,575","56,900","56,620","54,774","48,938","57,067","63,708","64,177","56,935","52,628","40,761","33,481","29,911","26,905","21,470","14,285","10,865","386,350","409,349"
Delaware,2002,"52,372","53,432","57,967","57,541","56,313","48,904","56,087","62,614","64,804","59,229","52,264","44,388","35,192","29,933","27,197","21,777","14,826","11,329","391,517","414,652"
Delaware,2003,"53,020","52,567","58,781","58,512","57,369","50,671","54,827","61,381","65,114","61,309","53,232","46,832","37,334","30,607","27,483","22,029","15,154","11,781","397,201","420,802"
Delaware,2004,"53,893","52,309","59,034","59,679","57,528","53,304","53,668","59,968","65,623","63,228","54,593","49,067","39,502","31,746","27,529","22,160","15,744","12,228","403,483","427,320"
Delaware,2005,"54,816","52,455","58,728","61,483","58,256","55,434","52,154","59,579","65,596","64,735","56,708","51,694","41,433","32,631","28,044","22,435","16,115","12,854","409,923","435,227"
Delaware,2006,"55,214","53,078","58,289","62,875","59,032","57,138","50,735","59,479","65,164","66,035","58,677","54,679","43,045","34,437","28,343","23,206","16,536","13,306","416,502","442,766"
Delaware,2007,"55,997","54,150","57,424","64,208","60,273","57,870","50,353","58,894","64,222","66,829","61,097","54,582","46,645","36,546","28,401","23,510","16,764","13,984","422,351","449,398"
Delaware,2008,"56,387","55,129","57,026","65,226","60,935","57,778","51,602","58,056","62,921","67,105","63,216","55,460","49,317","38,796","29,378","23,800","17,146","14,596","428,393","455,481"
Delaware,2009,"56,359","55,984","56,871","65,095","61,696","57,670","53,021","56,687","61,260","67,718","64,964","56,540","51,114","40,705","30,055","23,620","17,176","15,195","431,935","459,795"
Delaware,2010,"55,958","56,615","56,914","64,353","63,189","57,849","54,304","55,079","60,811","67,327","66,097","58,083","53,604","42,016","30,748","23,809","17,170","15,843","435,972","463,797"
District of Columbia,2000,"32,321","34,997","30,137","37,829","52,303","52,579","48,832","45,754","41,785","39,542","36,283","27,909","22,011","18,439","17,328","14,992","10,047","8,958","269,403","302,643"
District of Columbia,2001,"32,396","33,830","31,528","37,576","51,863","52,189","50,231","45,854","41,977","39,238","37,887","28,521","22,569","18,116","16,828","14,778","10,254","8,869","270,764","303,740"
District of Columbia,2002,"32,340","32,237","32,419","37,837","50,795","51,782","50,849","44,983","41,504","39,402","37,434","30,175","23,387","17,988","16,188","14,565","10,434","8,839","270,012","303,146"
District of Columbia,2003,"31,553","30,040","33,225","37,582","50,398","51,863","50,671","43,577","41,133","38,801","37,206","31,104","23,977","18,068","15,833","14,088","10,642","8,741","267,895","300,607"
District of Columbia,2004,"31,843","27,748","33,268","37,805","51,436","52,960","50,295","42,396","40,852","38,353","37,210","31,931","24,803","18,170","15,399","13,776","10,694","8,815","267,470","300,284"
District of Columbia,2005,"32,051","26,004","31,544","38,560","53,327","54,019","48,752","42,904","39,944","38,304","36,876","33,252","24,997","18,508","15,034","13,359","10,626","9,075","267,523","299,613"
District of Columbia,2006,"31,357","25,968","30,048","39,473","55,644","56,351","48,803","43,247","39,469","38,310","36,200","34,626","25,219","18,803","14,796","12,766","10,427","9,174","269,359","301,322"
District of Columbia,2007,"31,858","25,107","28,552","39,934","57,203","59,129","48,747","43,535","38,720","37,883","36,606","34,041","26,857","19,548","14,704","12,188","10,313","9,479","271,455","302,949"
District of Columbia,2008,"32,724","24,698","26,935","40,510","59,153","61,925","50,168","42,923","37,883","38,290","36,618","33,949","27,675","20,174","14,970","11,954","9,932","9,755","273,971","306,265"
District of Columbia,2009,"32,707","26,105","25,724","40,713","61,793","65,193","53,032","43,847","37,021","38,956","36,587","34,246","28,504","21,139","15,031","11,806","9,785","10,039","280,400","311,828"
District of Columbia,2010,"32,804","26,294","25,181","39,902","64,476","70,021","55,708","42,884","37,859","38,450","37,302","34,464","30,047","21,593","15,522","11,813","9,707","10,426","285,626","318,827"
Florida,2000,"946,495","1,028,130","1,064,761","1,019,203","937,986","991,304","1,090,756","1,260,735","1,231,365","1,094,898","997,424","829,302","743,001","726,588","724,797","618,115","410,269","332,386","7,830,201","8,217,314"
Florida,2001,"967,989","1,018,469","1,094,246","1,040,770","994,750","971,119","1,100,658","1,251,686","1,268,344","1,134,584","1,052,477","861,880","766,195","729,638","726,158","619,176","423,584","335,243","7,984,190","8,372,776"
Florida,2002,"990,798","1,013,607","1,119,215","1,066,682","1,040,572","972,896","1,112,664","1,236,573","1,295,548","1,183,444","1,065,035","937,274","796,937","738,794","721,741","622,323","436,243","339,024","8,147,636","8,541,734"
Florida,2003,"1,011,435","1,009,113","1,135,653","1,095,938","1,081,883","987,982","1,115,300","1,215,649","1,317,985","1,227,078","1,091,765","981,822","843,248","754,875","717,131","627,056","444,071","346,101","8,306,512","8,697,573"
Florida,2004,"1,040,169","1,013,054","1,149,995","1,135,477","1,125,385","1,024,559","1,117,654","1,202,373","1,349,142","1,270,404","1,131,018","1,036,034","887,744","781,726","711,221","630,121","456,021","353,221","8,512,871","8,902,447"
Florida,2005,"1,069,937","1,024,540","1,152,946","1,179,088","1,156,066","1,073,268","1,111,695","1,209,128","1,365,504","1,317,206","1,177,956","1,096,358","927,259","807,082","712,536","632,890","464,133","364,446","8,724,088","9,117,950"
Florida,2006,"1,081,196","1,047,894","1,151,818","1,214,669","1,180,227","1,127,022","1,094,633","1,223,911","1,359,055","1,357,641","1,216,282","1,150,141","958,167","824,321","710,856","629,155","463,236","376,766","8,886,910","9,280,080"
Florida,2007,"1,086,240","1,057,391","1,143,390","1,233,492","1,198,551","1,155,866","1,081,460","1,226,154","1,331,439","1,375,257","1,253,629","1,151,092","1,020,705","851,830","718,618","624,093","468,010","390,625","8,989,255","9,378,587"
Florida,2008,"1,085,579","1,065,778","1,134,890","1,241,381","1,207,898","1,170,676","1,079,825","1,216,183","1,297,425","1,388,103","1,286,729","1,159,372","1,058,462","898,069","734,873","621,616","475,065","405,381","9,062,026","9,465,279"
Florida,2009,"1,078,822","1,068,926","1,128,143","1,237,756","1,214,648","1,178,740","1,089,985","1,197,558","1,262,559","1,400,748","1,314,445","1,179,080","1,095,519","935,003","754,685","614,666","479,274","422,087","9,118,355","9,534,289"
Florida,2010,"1,073,454","1,081,838","1,131,401","1,223,565","1,233,827","1,181,611","1,117,094","1,173,425","1,253,320","1,398,314","1,344,904","1,209,506","1,147,127","965,498","772,619","615,333","482,964","437,526","9,212,000","9,631,326"
Georgia,2000,"596,305","613,973","612,795","599,902","598,420","639,613","659,328","698,934","659,009","578,523","514,384","379,438","288,239","237,059","199,564","158,440","105,107","88,270","4,047,070","4,180,233"
Georgia,2001,"614,743","611,462","629,644","604,420","621,311","623,999","671,863","697,787","674,368","594,742","540,628","393,182","298,870","242,569","200,541","159,789","108,659","88,461","4,120,876","4,256,162"
Georgia,2002,"629,479","609,905","643,694","610,814","633,422","613,550","679,291","691,745","684,050","615,253","542,004","429,690","312,985","247,116","202,773","161,109","111,766","89,610","4,180,322","4,327,934"
Georgia,2003,"642,305","608,123","655,115","620,715","635,799","608,312","679,458","682,795","692,293","632,620","550,260","453,041","334,301","254,270","205,370","162,921","114,338","90,757","4,227,841","4,394,952"
Georgia,2004,"655,618","610,599","659,778","637,028","650,185","619,009","675,927","676,690","703,367","646,664","562,196","478,477","351,031","262,463","207,114","164,113","116,572","92,421","4,305,728","4,463,524"
Georgia,2005,"669,707","621,400","662,146","657,340","641,144","629,572","663,600","681,187","711,433","664,994","578,781","508,314","367,749","273,318","213,319","167,047","118,359","96,512","4,370,659","4,555,263"
Georgia,2006,"678,855","644,011","669,318","677,408","652,056","657,774","654,603","700,324","714,965","682,560","598,116","536,414","383,636","289,474","222,213","171,109","121,869","101,108","4,485,207","4,670,606"
Georgia,2007,"693,997","663,877","676,052","695,123","656,110","671,612","648,845","713,643","713,337","696,382","622,536","540,663","422,824","304,513","227,820","174,541","123,651","104,462","4,572,416","4,777,572"
Georgia,2008,"700,331","677,476","678,453","707,536","664,222","681,298","649,244","719,274","708,783","707,031","641,590","549,947","447,320","326,491","235,231","176,787","125,789","108,040","4,647,859","4,856,984"
Georgia,2009,"692,752","688,417","683,822","712,243","676,252","683,221","654,958","711,582","700,291","718,047","656,120","562,443","474,041","344,118","243,988","179,229","127,921","111,401","4,703,090","4,917,756"
Georgia,2010,"687,875","696,313","690,228","707,249","683,585","676,316","667,074","695,136","699,907","721,259","671,224","577,437","501,697","358,555","252,029","182,816","129,191","114,696","4,742,276","4,970,311"
Hawaii,2000,"78,087","84,497","83,278","81,028","84,531","83,391","87,066","95,554","95,410","90,632","81,366","60,944","46,620","42,820","42,440","35,501","22,611","17,743","610,025","603,494"
Hawaii,2001,"77,624","82,564","84,878","81,642","88,395","81,567","86,993","93,624","95,087","92,368","84,994","64,623","48,203","42,665","42,175","36,250","23,555","18,741","616,759","609,189"
Hawaii,2002,"78,444","80,570","85,911","81,762","91,543","81,985","86,924","90,941","94,964","93,689","87,277","69,772","50,378","42,770","41,556","36,851","24,684","19,592","623,421","616,192"
Hawaii,2003,"79,522","78,766","86,609","82,422","93,818","82,256","85,224","88,323","94,684","94,638","89,142","74,707","53,072","43,518","40,934","37,133","25,809","20,577","627,401","623,753"
Hawaii,2004,"81,943","77,604","88,085","83,420","95,485","84,549","84,611","87,117","95,309","95,879","92,359","79,165","57,576","44,594","40,201","37,166","26,917","21,589","636,705","636,864"
Hawaii,2005,"83,131","76,612","86,988","84,394","97,507","89,461","83,547","87,674","94,531","96,587","93,393","83,406","61,262","46,225","39,841","36,919","28,298","22,953","647,916","644,813"
Hawaii,2006,"84,376","76,190","85,712","86,486","98,038","93,138","82,917","88,861","93,395","96,670","95,208","87,025","64,908","47,707","39,473","36,572","28,913","24,142","657,380","652,351"
Hawaii,2007,"86,092","76,473","84,203","86,731","94,550","93,805","81,701","88,356","91,708","96,616","96,530","89,192","70,144","49,759","39,169","35,876","29,369","25,401","658,490","657,185"
Hawaii,2008,"87,854","77,674","82,836","86,803","94,464","96,871","83,398","88,096","90,431","96,427","97,395","90,399","75,104","52,540","39,838","35,513","29,678","26,892","666,900","665,313"
Hawaii,2009,"87,877","81,222","81,754","86,740","94,145","97,489","85,750","87,957","88,896","96,076","97,353","92,530","78,549","56,486","40,580","34,962","29,842","28,509","673,642","673,075"
Hawaii,2010,"87,180","83,269","81,629","85,649","95,834","96,929","88,280","86,374","89,757","95,595","98,262","93,653","83,116","59,670","41,757","35,048","30,716","30,903","682,892","680,729"
Idaho,2000,"97,916","100,671","105,354","111,578","94,698","84,670","84,512","94,757","98,523","92,930","78,986","60,535","47,842","40,184","35,863","30,577","21,647","18,187","651,446","647,984"
Idaho,2001,"99,882","100,523","106,539","112,006","98,407","83,480","86,420","92,645","99,609","95,053","83,858","62,735","49,957","41,280","36,039","30,535","22,427","18,567","661,919","658,043"
Idaho,2002,"101,754","100,876","107,847","111,048","101,176","84,996","87,440","90,400","99,629","97,189","85,711","68,178","52,303","42,506","36,481","30,737","23,082","19,019","671,686","668,686"
Idaho,2003,"104,308","101,115","108,782","110,272","105,120","86,757","88,655","88,609","99,740","98,546","88,476","72,015","55,895","44,108","36,694","31,167","23,355","19,766","683,503","679,877"
Idaho,2004,"107,239","102,760","109,000","110,861","107,204","90,505","89,633","88,809","99,971","99,430","91,946","76,265","59,118","46,256","37,245","31,424","23,924","20,212","698,616","693,186"
Idaho,2005,"111,036","106,074","109,718","112,402","108,543","94,216","91,047","90,335","99,181","101,642","95,684","81,601","62,630","48,463","38,311","31,927","24,359","21,072","716,258","711,983"
Idaho,2006,"114,699","109,864","110,946","113,920","109,168","99,649","91,630","93,824","98,164","103,951","98,891","87,352","65,865","51,523","39,955","32,437","24,730","22,101","736,565","732,104"
Idaho,2007,"118,768","113,374","112,826","115,488","108,915","103,453","94,913","95,972","96,942","104,831","101,632","89,862","71,768","54,416","41,242","32,781","24,910","23,012","754,978","750,127"
Idaho,2008,"121,572","117,013","113,774","116,463","108,852","107,103","96,907","97,527","95,229","105,115","103,339","92,268","75,980","58,262","42,952","32,969","25,311","23,684","769,528","764,792"
Idaho,2009,"121,829","119,586","115,442","115,965","108,429","107,098","100,627","97,398","94,547","104,871","104,027","95,052","79,845","61,325","44,808","33,621","25,398","24,571","779,041","775,398"
Idaho,2010,"121,761","121,461","117,168","114,986","108,693","107,200","103,142","96,380","94,946","103,364","105,230","97,575","84,106","63,840","46,343","34,214","25,614","25,427","787,407","784,043"
